// Reference=MNI			
//24814646-1			
// Subjects=20	
28.74	5.87	56.93	
-9.28	-13.39	40.72	
20.41	-63.5	10.68	
-34.52	-31.43	59.86	
-32.35	-40.32	69.34	
41.57	-32.62	63.93	
67.85	-26.64	20.08	
-51.53	-31.7	23.35	
-23.88	-52.42	60.12	
18.41	-74.36	40.29	
-21.7	-85.13	42.37	
-17.48	-89.91	32.69	
-11.24	-75.05	16.09	
16.23	-70.41	18.95	
22.67	-82.8	39.73	
22.67	-89.71	30.22	
14.22	-94.25	26.14	
-7.01	-87.51	1.39	
24.65	-79.11	-3.82	
22.51	-70.59	-2.17	
-52.55	-47.03	14.42	
59.42	-39.92	11.05	
-47.19	-70.36	11.55	
52.09	-61.13	10.33	
57.38	-65.56	6.16

//24814646-7			
// Subjects=20			
-61.21	7.53	10.73	
51.81	31.82	29.49	
54.85	46.97	0.69	
-52.74	9.26	20.55	
63.35	34.5	2.61	
61.25	25.6	-4.54	
51.82	20.57	18.06	
54.96	30.05	17.39	
-54.72	-16.34	33.42	
-49.41	-22.53	34.92	
-42.95	-37.87	59.24	
-56.1	45.9	-0.8	
-63.09	-57.82	11.89	
-56.77	-51.47	11.42	
-67.35	-42.68	18.65	
61.54	-39.77	13.25	
63.59	-30.97	1.54	
9.57	-30.06	-44.82	
-5.22	3.19	0.71	
-9.45	9.93	8.05	
-17.93	9.18	-2.95	
			
//24814646-9			
// Subjects=20			
-45.37	5.29	6.35	
-24.07	6.04	67.22	
22.04	41.78	-27.62	
20	57.35	20.16	
-24.08	-3.31	52.32	
-24.29	31.7	21.07	
-22.29	58.82	15.87	
-52.94	43.22	-10.63	
-43.37	45.97	15.77	
-30.68	39.44	10.59	
26.63	1.45	53.92	
-59.1	17.82	23.34	
-24.35	17.43	-22.35	
26.35	22.2	-20.75	
36.96	9.47	-23.27	
43.31	14.41	-12.55	
-43.24	8.93	13.86	
43.39	-10.03	-15.32	
-20.06	27.06	13.59	
15.9	18.1	17.33	
-19.8	-35.37	27.86	
5.52	-14.18	42.9	
-38.72	-33.16	66.66	
-51.44	-29.74	55.4	
28.94	-35.14	76.39	
28.97	-45.84	73.79	
20.54	-54.45	72.21	
-63.13	-31.46	28.95	
57.35	-33.2	35.02	
-26	-68.83	33.51	
-32.38	-77.73	9.74	
54.22	-74.67	-4.29	
49.96	-69.79	-10.15	
41.58	-74.87	11.33	
-45.26	-39.2	-13.91	
-45.18	-55.6	-6.12	
43.6	-59.98	-4.13	
-45.41	5.26	-11.4	
-59.14	11.07	-0.62	
59.19	3.9	-14.14	
-51.42	-69.21	13.71	
-37.01	-0.36	-35.48	
34.81	0.61	-47.07	
59.49	-65.74	2.83	
49.84	-43.86	-17.48	
-32.55	-38.42	-2.94	
-24.32	-5.91	-41.84	
-17.82	-9.83	13.89	
-5.12	-37.88	-15.34	
-3.09	-22.85	-28.59	
-17.84	-36.7	-28.67	
-3.04	-38.68	-28.62	
-5.25	-23.82	-44.05	
			
//24814646-8			
// Subjects=20			
30.86	-46.56	-7.19	
24.48	-38.35	-9.94	
22.28	-21.11	-21.09	
-19.82	-53.15	-4.22	
-7.03	-87.99	-6.35	
-19.76	-73.32	-6.17	
12.04	-90.24	5.9	
9.95	-87.34	19.03	
-17.69	-53.71	3.57	
37.45	-82.81	37.43	
35.34	-87.5	29.99	
-34.39	-85.65	35.82	
3.66	-80.52	45.24	
-15.44	-70	30.2	
18.29	-55.55	20.14	
-9.2	-55.14	13.61	
			
//24814646-10			
// Subjects=20			
9.36	72.61	12.52	
28.36	72.36	5.77	
34.98	29.88	51.92	
28.33	70.57	-6.32	
5.08	63.26	-19	
0.88	59.43	-12.05	
1.05	11.82	-14.34	
35.26	-96.24	-9.36	
5.73	-96.46	8.58	
-2.74	-99.1	1.04	
-55.91	6.86	16.3	
57.36	-50.04	18.42	
30.83	-40.4	-9.83	
			
//24583253-1			
// Subjects=17			
-6.45	39.07	-16.16	
-44.09	-23.78	48.29	
16.18	-77.15	-5.01	
35.29	-74.96	28.02	
-24.91	-81.77	28.84	
-47.17	-69.76	21.49	
			
//24583253-2			
// Subjects=17			
31.93	-48.45	-3.74	
25.65	-67.82	-9.03	
35.27	-65.1	34.01	
3.61	-85.09	22.24	
41.48	-54.27	3.26	
			
//24583253-3			
// Subjects=17			
41.37	-36.38	-14.61	
47.88	-70.18	0.99	
32.09	-85.87	5.48	
-47.2	-67.21	11.33	
			
//23414211-1			
// Subjects=18			
3.03	45.45	-16.66	
28.8	-61.29	-6.17	
22.38	-39.28	-7.64	
-31.47	-42.27	2.87	
			
//23414211-2			
// Subjects=18			
9.48	58.41	39.02	
-15.86	41.42	23.68	
12.59	39.84	-6.34	
-6.33	14.46	-4.49	
-9.18	-60.39	13.97	
56.97	23.03	-28.76	
-41.2	-6.36	-29.5	
-66.57	-3.42	-29.55	
28.74	-45.53	-7.25	
-28.3	-49.16	-6.67	
16.32	-101.35	13.29	
-25.09	-65.5	-15.55	
-12.59	-38.65	-44.1	
			
//23414211-3			
// Subjects=18			
-5.98	-25.19	71.47	
-16.01	68.77	5.16	
-15.95	39.39	-9.47	
-60.3	36.07	-5.65	
-28.24	-27.2	41.78	
-34.7	-19.63	11.33	
-53.46	-68.79	38.11	
74.04	-17.6	-22.75	
38.29	-82.35	-41.41	
			
//23238964-1			
// Subjects=10			
-5.9	-72.46	40.3	
-42.99	-66.26	9.02	
60.43	-53.57	-22.42	
9.77	-45.66	10.63	
53	2.82	38.13	
-55.96	21.71	17.5	
-27.61	17.75	-51.21	
13.55	46.76	-31.24	
-12.73	56.63	30.39	
			
//23238964-2			
// Subjects=10			
25.28	56.21	17.99	
59.5	-31.05	52.62	
51.83	4.78	1.38	
			
//22759716			
// Subjects=4			
6.78	-92.96	13.89	
-9.12	-81.74	9.88	
0.39	-77.12	15.06	
-52.48	-72.85	6.2	
39.43	-65.57	8.49	
-18.71	-63.25	3.12	
-40.94	-64.51	-14.42	
7.8	-59.54	42.67	
-20.85	-55.77	4.84	
-21.91	-53.68	4.71	
51.91	12.47	40.81	
			
//22745788			
// Subjects=17			
34.84	26.5	-3.34	
-26.45	23.62	-7.22	
53.93	21.71	19.07	
-55.96	22.76	17.43	
-2.76	-52.51	55.57	
-30.17	-62.84	63.1	
-45.07	-42.5	52.91	
			
//9831460			
// Subjects=7			
1.03	49.26	28.6	
5.18	68.07	25.07	
-40.95	-70.31	-22.9	
60.59	-76.1	5.76	
20.1	48.4	46.3	
-1.12	49.48	15.28	
-43.11	-50.87	-15.34	
3.2	14.03	4.36	
-2.66	-86.94	44.61	
-11.11	-84.5	51.15	
-0.55	-79.94	55.21	
55.87	42.67	-17.89	
50.01	-74.23	3.47	
			
//25286145			
// Subjects=13			
7.49	-7.35	-0.86	
-7.28	-11.54	1.73	
26.41	15.52	-9.2	
-26.32	-10	-4.92	
24.31	13.53	-6.83	
-17.92	2.54	-8.05	
7.48	-7.75	-7.49	
-7.34	-6.18	-14.17	
24.29	6.15	-24.08	
18	-1.9	-16.83	
-26.39	-2.41	-18.76	
5.33	5.24	-1.71	
-11.57	14.32	11.09	
-7.09	-20.76	57.86	
20.11	-6.36	-20.98	
-30.53	-25.69	-19.36	
-49.57	-7.96	-2.7	
47.65	-2.13	9.65	
-51.68	-7.98	-2.69	
-56	-1.1	-27.55	
37.07	-14.08	-11.67	
-28.47	-8.59	-16.1	
			
//11870922-1			
// Subjects=20			
-1.17	59.85	12.35	
3.03	65.98	8.57	
-49.71	21.97	-13.63	
47.47	20.92	-27.45	
-0.99	18.17	20.75	
3.21	24.5	20.29	
-0.92	-12.13	8.4	
5.42	-12.08	8.36	
-3.13	-5.43	-19.8	
5.32	-5.36	-19.85	
-41.21	9.23	-16.14	
43.3	9.73	-20	
-24.24	-3.82	-7.57	
22.25	-3.56	-10.08	
-17.92	-8.78	-20.59	
15.89	-9.68	-22.95	
-52.51	-55.23	18.31	
54.17	-55.21	3.25	
			
//11870922-2			
// Subjects=20			
-3.31	56.72	-4.07	
3	61.75	-8.89	
-37.05	18.18	-25.65	
54.89	20.47	-18.58	
-1	18.03	18.54	
5.32	22.29	18.21	
-32.78	8.96	-21.72	
32.73	9.37	-24.35	
-17.9	-4.95	-9.75	
18.03	-4.51	-7.78	
-17.96	-1.83	-27.73	
20.08	-1.38	-25.76	
-60.94	-55.87	26.17	
65.82	-55.56	13.2	
			
//12419129-1			
// Subjects=17			
49.94	-57.49	1.21	
-50.44	-50.57	7.99	
42.12	50.18	-13.88	
25.22	46.69	-16.87	
-36.82	6.41	40.63	
-23.86	-80.78	27.66	
19.17	-24.33	-4.21	
-32.92	46.64	-26.52	
-34.49	-50.17	46.71	
-51.67	-13.5	-6.75	
32.58	59.69	-12.26	
5.54	-48.2	4.17	
53.09	-58	-7.65	
61.38	-5.71	0.93	
			
//12419129-2			
// Subjects=17			
-14.41	-87.78	-1.88	
-49.6	11.97	12.58	
55.07	-21.21	-10.18	
-26.14	-25.02	42.72	
-41.95	-68.96	-0.79	
28.89	-87.82	-8.79	
30.86	-61.44	-26.15	
-44.17	-48.71	-14.37	
-45.11	-52.79	22.54	
10.61	8.57	0.25	
30.93	-80.35	-24.86	
-32.37	-68.45	23.54	
60.33	-18.09	-11.53	
-52.54	-48.99	16.77	
46.68	-20.85	14.26	
-53.64	-32.9	21.23	
-12.69	36.98	19.53	
14.81	45.85	39.85	
			
//12814585-1			
// Subjects=10			
-51.81	7.28	-29.26	
63.43	-7.32	-25.61	
45.42	8.56	-22.15	
51.8	7.39	-7.68	
			
//12814585-2			
// Subjects=10			
-43.39	21.54	-21.41	
-5.45	63	-4.49	
57.03	24.45	-5.55	
			
//23978654-1			
// Subjects=9			
-38.02	21.31	8.54	
-21.83	-89.43	-10.6	
-28.4	-25.33	-13.85	
26.51	-16.4	-13.67	
24.76	-78.65	38.33	
-13.36	-94.82	-13.62	
43.4	-4.1	-4.62	
20.07	10.86	-15.5	
-11.62	33.77	18.63	
0.28	-43.16	18.28	
34.26	-67.38	48.6	
52.18	-58.96	45.7	
32.58	52.71	-22.88	
-31.82	37.47	-21.46	
-43.28	-6.95	-21.68	
49.81	-19.46	1.94	
-58.83	-69.61	8.23	
61.44	-28.38	-7.51	
			
//23978654-2			
// Subjects=9			
14.17	-87.37	17.9	
7.85	-53.71	68.91	
-2.88	-24.62	45.89	
3.01	69.07	7.25	
64.57	-21.34	-13.56	
-36.99	2.35	-25.68	
41.2	5.24	-24.12	
30.8	-38.9	-19.92	
-20.04	-2.15	-15.48	
18.11	-31.25	-13.71	
-26.34	-10.34	-10.44	
29.58	1.92	-24.93	
-28.43	-13.37	-8	
43.45	-13.01	4.87	
-25.28	-10.33	-10.45	
-5.36	45.75	6.68	
40.53	-42.69	54.64	
-9.04	-56.87	71.44	
			
//25716010-1			
// Subjects=16			
-47.39	-37.32	-17.35	
-28.54	20.79	-1.46	
-44.54	54.71	-13.68	
			
//25716010-2			
// Subjects=16			
-53.52	-73.57	11.8	
47.48	6.18	-44.2	
			
//25716010-3			
// Subjects=16			
38.32	-23.29	44.45	
41.63	-68	37.5	
19.45	-57.51	56.89	
-6.25	12.94	22.25	
28.85	-60.27	10.41	
-9.19	-63.95	7.55	
31.59	46.5	-3.58	
			
//25716010-4			
// Subjects=16			
51.03	-67	0.75	
19.46	-91.87	12.63	
-9.05	-98.41	13.24	
			
//25716010-5			
// Subjects=16			
31.96	-9.93	56.89	
12.89	-45.87	-10.46	
-25.46	42.67	-6.31	
			
//25716010-6			
// Subjects=16			
9.73	-7.77	43.55	
41.41	-49.18	-17.06	
-47.37	-43.62	-16.92	
-44.02	-77.05	5.33	
28.92	-92.8	-4.01	
-34.52	-84.29	-10.88	
44.71	-63.29	10.52	
-31.44	-31.4	25.43	
-50.31	-62.26	40.98	
-50.39	-33.29	48.98	
-25.08	-10	63.89	
-50.44	-41.42	19.57	
-9.34	-53.77	-33.1	
-15.73	-37.87	-30.82	
-40.97	-69.59	-28.5	
			
//22432905-1			
// Subjects=15			
-21.07	-9.58	-16.08	
22.23	-3.97	-16.72	
-32.69	-14.08	-19.03	
-31.57	-17.26	-2.17	
-12.52	-23.14	2.56	
10.68	-12.57	-0.52	
-48.42	-45.8	-17.88	
			
//22432905-2			
// Subjects=15			
21.17	-3.98	-16.71	
-21.09	-5.38	-16.36	
-48.48	8.92	31.65	
-8.11	-50.76	33.28	
-2	-28.87	-23.75	
-33.72	-18.03	-14.31	
29.65	-11.46	-19.58	
-0.05	56.6	28.1	
27.76	-77.09	-22.84	
-22.99	-64.5	-16.74	
-29.45	-14.87	2.09	
32.89	-31.4	-18.23	
-10.32	-14.25	44.11	
-38.84	-63.45	-14.5	
40.42	-62.58	-11.7	
-10.43	-16.82	2.11	
14.98	-29.21	2.81	
			
//21861684-1			
// Subjects=14			
60.47	-39.98	9.94	
54.09	-36.37	0.85	
52.09	-63.57	4.95	
-42.95	-79.07	6.57	
54.22	-58.54	17.91	
-43.01	-59.89	9.69	
-49.45	6.33	58.47	
51.94	6.24	42.34	
47.75	2.4	49.29	
55.95	26.14	-12.32	
60.24	25.42	9.9	
-39.12	25.88	-2.86	
22.23	-8.44	-20.85	
			
//21861684-2			
// Subjects=14			
58.43	-72.6	-5.57	
62.64	-63.75	0.46	
54.22	-58.54	17.91	
58.35	-40.13	7.75	
-47.29	-48.64	4.51	
-45.08	-63.57	18.84	
-60	-41.53	1.88	
-59.96	-45.05	13.22	
52.05	-39.24	23.26	
22.23	-8.44	-20.85	
			
//21861684-3			
// Subjects=14			
-47.2	-63.72	16.64	
-62.19	-25.01	-3.68	
-62.08	-45.21	11.02	
68.89	-38.49	-1.31	
73.13	-35.81	7.36	
-53.81	21.35	28.61	
-49.52	13.79	42.42	
49.48	70.1	0.25	
-49.69	18.95	-11.2	
-42.95	-79.07	6.57	
58.43	-72.73	-7.78	
56.08	20.17	28.05	
47.6	28.77	31.95	
			
//21861684-4			
// Subjects=14			
49.89	-40.34	5.59	
62.58	-44.57	3.58	
66.77	-31.66	7.12	
-51.49	-49.19	13.45	
-45.06	-79.09	6.58	
56.34	-74.31	1.22	
			
//22116038-1			
// Subjects=11			
55.06	-13.32	-1.84	
54.02	-14.18	1.55	
53.96	-2.89	-3.66	
67.78	-13.38	12.52	
43.53	-27.11	15.82	
54.15	-32.78	25.02	
57.09	3.1	-9.64	
33.03	-83.17	-36.88	
28.8	-83.28	-37.96	
33.03	-83.17	-36.88	
35.13	-66.18	-18.08	
35.13	-66.18	-18.08	
7.53	-48.92	-42.41	
18.1	-51.07	-44.54	
-51.62	-21.43	1.56	
-54.8	-14.82	6.68	
-51.64	-19.46	-0.79	
-45.22	-27.99	14.18	
-52.63	-24.9	14.01	
-13.42	-76.82	-12.63	
-28.29	-67.18	-25.41	
-28.29	-65.08	-25.55	
-7.14	-75.82	-31.6	
-7.15	-73.72	-31.74	
-28.29	-73.11	-36.1	
-26.19	-71	-36.26	
-30.4	-75.23	-35.94	
-19.77	-88.6	-31.76	
			
//22116038-2			
// Subjects=11			
54.03	-18.45	0.74	
51.9	-14.19	1.57	
53.96	-2.89	-3.66	
67.78	-13.38	12.52	
43.53	-27.11	15.82	
52.03	-32.8	25.04	
49.86	-33.19	1.77	
54.97	2.95	-11.83	
59.34	4.13	41.33	
55.14	3.65	51.38	
26.41	12.23	-11.19	
15.87	11.57	-3.31	
15.87	7.03	-8.55	
24.33	14.01	0.91	
-32.51	-67.08	-23.17	
-28.3	-62.85	-23.49	
-56.93	-15.17	1.16	
-54.8	-14.82	6.68	
-47.46	-8.01	-3.82	
-65.32	-20.67	16.02	
-47.34	-28	14.2	
-65.32	-22.9	13.95	
-61.18	-12.46	-5.66	
-59.15	5.01	-13.52	
-56.88	3.22	43.19	
-56.88	3.16	42.08	
			
//22116038-3			
// Subjects=11			
57.14	-7.13	-4.5	
55.06	-12.07	1.4	
69.84	-3.27	5.15	
74.12	-24.78	-2.28	
53.96	-2.89	-3.66	
69.87	-9.23	11.11	
57.09	2.97	-11.85	
-56.95	-12.29	-3.47	
-51.62	-16.89	6.8	
-43.11	-27.97	14.17	
-59.06	-14.41	-3.31	
-26.17	-64.93	-23.36	
-30.39	-67.07	-23.18	
			
//22116038-4			
// Subjects=11			
55.06	-13.32	-1.84	
54.02	-14.18	1.55	
43.53	-27.11	15.82	
54.15	-32.78	25.02	
54.98	3.08	-9.62	
53.96	-2.89	-3.66	
67.78	-13.38	12.52	
9.28	64.01	-24.62	
33.03	-84.23	-36.81	
28.8	-83.28	-37.96	
35.13	-66.05	-15.87	
-51.62	-21.43	1.56	
-54.8	-14.82	6.68	
-45.22	-27.99	14.18	
-54.75	-24.91	14.03	
-59.16	7.11	-13.67	
-51.64	-19.46	-0.79	
-30.4	-67.2	-25.39	
-28.29	-65.08	-25.55	
-32.51	-75.12	-33.72	
-28.29	-73.11	-36.1	
-26.19	-71	-36.26	
-15.54	-76.84	-12.61	
			
//22116038-5			
// Subjects=11			
63.55	-0.92	27.23	
67.73	6.07	20.06	
65.62	-0.86	10.56	
59.35	-9.49	25.62	
52.05	-10.54	61.25	
54.16	-10.66	59.03	
37.15	-15.54	16.17	
54.06	-11.98	20.27	
16.14	-7.08	71.21	
9.83	-13.3	73.9	
16.15	-9.18	71.36	
14.03	-7.1	71.23	
16.05	-2.33	45.36	
16.05	-0.23	45.22	
-45.14	-14.51	62.09	
-43.03	-13.44	62.01	
-47.42	-10.42	8.55	
-54.77	-11.84	20.9	
-47.4	-7.84	16.15	
-9.57	57.51	26.99	
-7.46	57.52	26.97	
-34.75	-10.72	1.84	
-36.86	-12.83	2	
-32.64	-10.7	1.83	
			
//22116038-6			
// Subjects=11			
55.03	-7.08	-3.38	
57.17	-8.9	1.17	
53.96	-2.89	-3.66	
41.43	-29.23	15.98	
43.55	-29.08	18.17	
43.54	-29.21	15.96	
-63.26	-17.33	1.35	
-56.93	-16.36	-0.97	
			
//12644355-1			
// Subjects=20			
-56.02	0.87	-29.91	
-14.68	-22.14	-15.25	
58.11	5.58	-20.91	
48.53	27.84	-17.94	
-24.27	-4.56	-19.73	
4.37	-31.36	-13.63	
39.03	13.09	-33.52	
-40.15	16.22	-5.52	
-55.99	8.46	-9.34	
			
//12644355-2			
// Subjects=20			
26.24	48.26	-25.87	
39.13	29.21	23.09	
			
//20521850-1			
// Subjects=28			
-19.77	-17.44	62.15	
-34.58	-26	45.06	
59.21	7.86	-1.1	
-12.32	-62.96	24.15	
17.25	-57.32	25.81	
-15.58	-49.29	6.59	
41.64	-72.27	36.68	
-24.12	-41.06	-12.79	
28.71	-39.5	-12.1	
-60.05	-30.04	-0.02	
-56.81	-44.52	4.28	
61.44	-24.82	-1.09	
1.48	-96.83	3.08	
-13.62	-44.96	-43.66	
14	-49.04	6.4	
			
//20521850-2			
// Subjects=28			
-16.58	-27.35	55.04	
44.79	-62.31	43.75	
-41.83	-68.49	41.35	
2.52	-67.41	35.47	
6.65	-44.6	28.33	
60.51	-42.59	19	
-42.97	-70.53	8.2	
-28.09	-92.33	11.83	
34.24	-87.27	16.66	
10	-95.2	28.45	
6.66	-36.44	41.09	
-38.7	-55.45	47.1	
39.53	-64.32	46.14	
-41.91	-72.69	7.24	
50.02	-70.53	12.1	
-2.81	-85.99	-8.73	
8.64	-62.43	-39.27	
			
//21484518			
// Subjects=14			
39.07	28.97	2.02	
13.83	0.6	7.44	
-11.55	3.34	4.07	
-39.95	-59.22	-31.43	
-56.12	29.3	-30.74	
-11.51	-16.38	-7.9	
			
//20378581			
// Subjects=20			
60.52	-50.35	12.87	
56.29	-45.78	19.24	
22.37	13.24	57.58	
66.84	-50.7	6.2	
24.5	13.66	64.19	
43.6	-46.15	14.9	
62.7	-50.81	39.53	
-51.38	-51.22	49.11	
-38.92	-61	-43.53	
35.07	6.91	55.72	
-32.77	21.73	-2.61	
9.91	-55.05	46.79	
-39.15	50.48	19.87	
37.37	-57.33	40.12	
-34.84	18.19	8.74	
13.73	22.32	0.4	
54.23	-55.89	26.61	
43.39	31.38	40.67	
41.32	13.88	30.78	
56.21	-40.96	-5.5	
9.69	13	55.45	
			
//21972849-1			
// Subjects=24			
5.67	-87.54	-0.91	
3.59	-52.39	56.63	
-40.84	-71.16	14.89	
16.21	-77.59	5.01	
24.47	-30.66	-4.91	
-19.91	-31.23	-7.94	
41.4	-19.64	17.54	
-34.69	-20.68	11.4	
43.64	-23.49	57.75	
-40.92	-21.45	51.45	
-39	1.35	9.92	
11.85	-8.81	43.61	
37.06	8.49	12.31	
11.85	-56.99	-19.68	
-51.35	-56.21	53.89	
-28.31	-23.17	21.52	
			
//21972849-2			
// Subjects=24			
-34.39	-71.82	54.86	
43.75	-61.92	50.39	
-19.92	-38.14	-17.46	
22.36	-40.94	-17.51	
41.4	-16.28	20.64	
-59.98	-56.98	-9.27	
-2.87	-34.55	38.8	
9.89	-80.8	5.27	
5.7	-49.02	59.72	
41.46	-4.39	59.78	
47.91	-70.42	14.32	
-45.08	-74.95	5.19	
22.67	-88.52	32.36	
5.28	47.67	36.45	
-13.34	-49.58	53.21	
			
//21972849-3			
// Subjects=24			
31.05	-90.08	5.78	
16.21	-60.42	27.14	
-15.38	-64.95	60.93	
-53.54	-75.23	1.93	
60.55	-40.32	38.82	
12.07	-55.07	63.42	
-26.16	-8.31	57.12	
-47.15	-39.6	66.04	
			
//21305666			
// Subjects=14			
65.8	-57.08	5.53	
-48.6	25.36	7.22	
-46.39	14.12	30.17	
-50.38	-55.99	22.79	
			
//21111828-1			
// Subjects=14			
-11.25	-63.8	27.53	
			
//21111828-2			
// Subjects=14			
11.5	35.66	-22.7	
-6.33	18.02	1.92	
-7.54	48.58	-15.7	
-7.44	25.74	-9.7	
4.16	36.82	-2.75	
64.69	-42.32	5.64	
4.32	17.7	29.63	
26.43	-2.17	-22.41	
			
//21111828-3			
// Subjects=14			
16.01	-11.51	16.02	
4.43	-10.46	34.89	
4.16	36.82	-2.75	
			
//21111828-4			
// Subjects=14			
15.74	35.97	-18.3	
4.3	17.23	21.89	
			
//21111828-5			
// Subjects=14			
24.12	61.72	-12.35	
36.97	27.06	5.49	
55.92	36.98	-7.51	
51.78	16.2	-1.62	
-32.76	23.12	2.84	
-26.6	63.6	-8.85	
-26.51	57.74	15.97	
-35.89	38.85	36.19	
33.69	60.92	7.63	
-29.73	56.49	-3.9	
-0.91	11.05	42.33	
55.33	-50.47	46.21	
40.02	49.45	-8.27	
-54.87	5.28	7.52	
18.81	69.03	-12.82	
33.65	58.85	-8.88	
40.15	19.26	-1.76	
51.69	44.84	0.86	
-1	24.81	25.85	
60.57	-44.39	41.32	
			
//21111828-6			
// Subjects=14			
28.36	62.23	-4.64	
33.77	45.84	19.76	
-26.5	55.64	16.11	
			
//15291723-1			
// Subjects=11			
41.19	29.13	4.21	
45.47	27.16	23.19	
-31.34	-31.13	64.26	
49.79	-1.57	18.47	
49.85	-3.57	37.48	
6.54	-3.6	43.28	
-22.02	-30.98	-3.51	
20.25	-30.62	-3.78	
24.46	-30.93	-9.33	
-10.42	-27.02	-9.4	
20.22	-31.37	-15.94	
56.25	-33.04	20.59	
13.16	-77.08	48.28	
-10.09	-69.52	54.56	
31.06	-54.47	53.28	
56.28	-32.29	32.75	
-47.23	-42.61	34.06	
-5.96	-94.62	-11.45	
-5.91	-88.93	12.57	
16.31	-80.95	36.32	
-16.46	-85.12	24.58	
19.36	-87.39	-17.65	
-35.61	-85.11	-24.14	
-19.87	-34.75	3.4	
22.38	-30.2	2.84	
			
//15291723-2			
// Subjects=11			
8.7	-9.48	50.33	
18.87	41.82	-26.49	
49.81	-1.17	25.11	
15.8	9.87	-30.94	
41.45	-9.2	50.12	
38.02	29.1	4.23	
56.26	-36.19	20.81	
-2.69	-77.22	48.38	
-31.27	-59.19	53.97	
5.62	-31.23	57.39	
59.46	-38.91	27.63	
-5.96	-94.62	-11.45	
5.57	-62.26	-1.53	
16.32	-77.39	42.73	
-2.69	-84.26	36.65	
